shipment_id,timestamp,severity,thread,source,event,station,box_barcode,articles,exp_weight_kg,act_weight_kg,tare_weight_kg,product_weight_kg,abs_weight_diff,print_quality_pct,line_speed_mps,slam,iso_grade,pckg_problem_found,weight_diff,weight_diff_ratio,distance_to_threshold,is_kot
Sp260318090086,2026-01-12 00:08:58,INFO,LabelThread-3,com.logistic.labelmachine.SystemManager,Label printed,Station-08,XX_LARGE80,11,2.119,2.3948,0.29,2.1048,0.014200000000000212,99.00624999999994,1.96,SLAM5_LP2,A,,0.014200000000000212,0.007,-0.01122799999999979,0
Sp260318090087,2026-01-12 00:09:11,INFO,LabelThread-2,com.logistic.labelmachine.SystemManager,Label printed,Station-03,RK_SMALL90,1,5.337,5.39402,0.12,5.27402,0.06297999999999959,98.94999999999993,2.28,SLAM5_LP1,A,,0.06297999999999959,0.012,-0.0010640000000004118,0
Sp260318090088,2026-01-12 00:09:25,INFO,LabelThread-1,com.logistic.labelmachine.SystemManager,Label printed,Station-07,RK_SMALL70,2,0.652,0.74591,0.09,0.65591,0.003909999999999969,98.91874999999993,1.45,SLAM5_LP2,A,,-0.003909999999999969,0.006,-0.003914000000000032,0
Sp260318090089,2026-01-12 00:09:38,INFO,VerifyThread-1,com.logistic.labelmachine.SystemManager,Verification successful,Station-07,BC_MEDIUM200,14,5.895,5.9655,0.11,5.855499999999999,0.03950000000000031,98.86249999999993,1.89,SLAM5_LP1,A,,0.03950000000000031,0.007,-0.031239999999999685,0
Sp260318090090,2026-01-12 00:09:53,INFO,LabelThread-3,com.logistic.labelmachine.SystemManager,Label printed,Station-11,XX_LARGE60,17,1.056,1.29051,0.24,1.05051,0.005489999999999995,98.83124999999993,1.91,SLAM5_LP2,A,,0.005489999999999995,0.005,-0.007182000000000006,0
Sp260318090091,2026-01-12 00:10:08,INFO,LabelThread-3,com.logistic.labelmachine.SystemManager,Label printed,Station-04,RK_SMALL90,9,2.577,2.68824,0.12,2.56824,0.008760000000000101,98.77499999999992,1.3,SLAM5_LP1,A,,0.008760000000000101,0.003,-0.0221639999999999,0
Sp260318090092,2026-01-12 00:10:21,INFO,LabelThread-3,com.logistic.labelmachine.SystemManager,Label printed,Station-09,RK_SMALL90,15,2.411,2.55439,0.12,2.43439,0.023390000000000022,98.74374999999992,1.1,SLAM5_LP2,A,,-0.023390000000000022,0.01,-0.0055419999999999775,0
Sp260318090093,2026-01-12 00:10:35,INFO,VerifyThread-2,com.logistic.labelmachine.SystemManager,Verification successful,Station-02,RK_SMALL60,16,4.501,4.52104,0.07,4.45104,0.04996000000000045,98.68749999999991,1.6,SLAM5_LP1,A,,0.04996000000000045,0.011,-0.004051999999999556,0
Sp260318090094,2026-01-12 00:10:48,INFO,VerifyThread-1,com.logistic.labelmachine.SystemManager,Verification successful,Station-05,RK_SMALL70,7,2.194,2.26009,0.09,2.17009,0.023909999999999876,98.65624999999991,1.9,SLAM5_LP2,A,,0.023909999999999876,0.011,-0.002418000000000125,0
Sp260318090095,2026-01-12 00:11:01,INFO,LabelThread-1,com.logistic.labelmachine.SystemManager,Label printed,Station-04,RK_SMALL70,2,5.529,5.58804,0.09,5.4980400000000005,0.030959999999999432,98.59999999999991,1.51,SLAM5_LP1,A,,0.030959999999999432,0.006,-0.03538800000000057,0
Sp260318090096,2026-01-12 00:11:13,INFO,LabelThread-4,com.logistic.labelmachine.SystemManager,Label printed,Station-05,RK_SMALL90,3,2.577,2.71014,0.12,2.59014,0.01313999999999993,98.56874999999991,1.98,SLAM5_LP2,A,,-0.01313999999999993,0.005,-0.01778400000000007,0
Sp260318090097,2026-01-12 00:11:27,WARN,KickoutThread-1,com.logistic.conveyer.ScaleHandlerSys,Overweight detected,Station-07,RK_SMALL70,13,2.783,2.75751,0.09,2.66751,0.11548999999999987,,,,,N,0.11548999999999987,0.041,0.08209399999999986,1
Sp260318090098,2026-01-12 00:11:39,INFO,LabelThread-4,com.logistic.labelmachine.SystemManager,Label printed,Station-08,RK_SMALL60,2,1.542,1.62727,0.07,1.55727,0.015269999999999895,98.5124999999999,2.15,SLAM5_LP1,A,,-0.015269999999999895,0.01,-0.003234000000000105,0
Sp260318090099,2026-01-12 00:11:52,WARN,KickoutThread-1,com.logistic.conveyer.ScaleHandlerSys,Overweight detected,Station-06,RK_SMALL90,20,4.135,4.075130000000001,0.12,3.9551300000000005,0.1798699999999993,,,,,Y,0.1798699999999993,0.043,0.1302499999999993,1
Sp260318090100,2026-01-12 00:12:07,INFO,main,com.logistic.labelmachine.SystemManager,Package processed successfully,Station-04,BC_SMALL100,15,4.362,4.4978,0.09,4.4078,0.04579999999999984,98.4812499999999,1.5,SLAM5_LP2,A,,-0.04579999999999984,0.01,-0.006544000000000161,0
Sp260318090101,2026-01-12 00:12:20,INFO,LabelThread-3,com.logistic.labelmachine.SystemManager,Label printed,Station-10,BC_LARGE400,7,4.302,4.40533,0.13,4.27533,0.026669999999999305,98.4249999999999,0.8,SLAM5_LP1,A,,0.026669999999999305,0.006,-0.02495400000000069,0
Sp260318090102,2026-01-12 00:12:32,INFO,LabelThread-2,com.logistic.labelmachine.SystemManager,Label printed,Station-10,RK_SMALL60,20,0.804,0.86564,0.07,0.7956399999999999,0.008360000000000145,98.3937499999999,1.49,SLAM5_LP2,A,,0.008360000000000145,0.01,-0.0012879999999998552,0
Sp260318090103,2026-01-12 00:12:44,INFO,LabelThread-4,com.logistic.labelmachine.SystemManager,Label printed,Station-06,BC_MEDIUM200,4,0.992,1.10736,0.11,0.9973599999999999,0.00535999999999992,98.33749999999989,1.04,SLAM5_LP1,A,,-0.00535999999999992,0.005,-0.006544000000000079,0
Sp260318090104,2026-01-12 00:12:57,WARN,KickoutThread-1,com.logistic.conveyer.ScaleHandlerSys,Overweight detected,Station-11,BC_LARGE400,20,5.47,5.43043,0.13,5.30043,0.16956999999999933,,,,,Y,0.16956999999999933,0.031,0.10392999999999933,1
Sp260318090105,2026-01-12 00:13:11,INFO,main,com.logistic.labelmachine.SystemManager,Package processed successfully,Station-08,BC_LARGE400,3,4.287,4.46416,0.13,4.33416,0.04715999999999987,98.30624999999989,1.22,SLAM5_LP2,A,,-0.04715999999999987,0.011,-0.004284000000000128,0
Sp260318090106,2026-01-12 00:13:24,INFO,LabelThread-3,com.logistic.labelmachine.SystemManager,Label printed,Station-04,RK_SMALL60,13,3.544,3.64838,0.07,3.57838,0.03438000000000008,98.24999999999989,1.85,SLAM5_LP1,A,,-0.03438000000000008,0.01,-0.008147999999999926,0
Sp260318090107,2026-01-12 00:13:39,WARN,KickoutThread-1,com.logistic.conveyer.ScaleHandlerSys,Overweight detected,Station-12,XX_LARGE60,10,0.587,0.8378,0.24,0.5978,0.010800000000000032,,,,,N,-0.010800000000000032,0.018,0.003756000000000032,1
Sp260318090108,2026-01-12 00:13:51,INFO,LabelThread-1,com.logistic.labelmachine.SystemManager,Label printed,Station-02,BC_MEDIUM200,6,5.04,5.10918,0.11,4.99918,0.04082000000000008,98.21874999999989,1.05,SLAM5_LP2,A,,0.04082000000000008,0.008,-0.01965999999999992,0
Sp260318090109,2026-01-12 00:14:03,INFO,LabelThread-1,com.logistic.labelmachine.SystemManager,Label printed,Station-03,BC_LARGE400,1,4.229,4.32009,0.13,4.1900900000000005,0.038909999999999556,98.16249999999988,1.44,SLAM5_LP1,A,,0.038909999999999556,0.009,-0.011838000000000445,0
Sp260318090110,2026-01-12 00:14:18,INFO,VerifyThread-1,com.logistic.labelmachine.SystemManager,Verification successful,Station-10,BC_MEDIUM200,2,0.959,1.07571,0.11,0.96571,0.006709999999999994,98.13124999999988,1.0,SLAM5_LP2,A,,-0.006709999999999994,0.007,-0.004798000000000005,0
Sp260318090111,2026-01-12 00:14:32,INFO,main,com.logistic.labelmachine.SystemManager,Package processed successfully,Station-08,RK_SMALL70,9,0.838,0.93345,0.09,0.84345,0.005450000000000066,98.07499999999987,1.01,SLAM5_LP1,A,,-0.005450000000000066,0.007,-0.004605999999999933,0
Sp260318090112,2026-01-12 00:14:46,INFO,LabelThread-2,com.logistic.labelmachine.SystemManager,Label printed,Station-05,BC_LARGE400,11,1.952,2.09566,0.13,1.9656600000000002,0.013660000000000228,98.04374999999987,1.6,SLAM5_LP2,A,,-0.013660000000000228,0.007,-0.009763999999999773,0
Sp260318090113,2026-01-12 00:14:59,INFO,LabelThread-4,com.logistic.labelmachine.SystemManager,Label printed,Station-09,BC_MEDIUM200,20,0.742,0.85823,0.11,0.7482300000000001,0.006230000000000069,97.98749999999987,2.26,SLAM5_LP1,A,,-0.006230000000000069,0.008,-0.0026739999999999316,0
Sp260318090114,2026-01-12 00:15:13,INFO,LabelThread-4,com.logistic.labelmachine.SystemManager,Label printed,Station-02,BC_LARGE400,18,1.871,1.98285,0.13,1.85285,0.01814999999999989,97.95624999999987,2.3,SLAM5_LP2,A,,0.01814999999999989,0.01,-0.004302000000000111,0
Sp260318090115,2026-01-12 00:15:28,WARN,KickoutThread-1,com.logistic.conveyer.ScaleHandlerSys,Overweight detected,Station-06,RK_SMALL70,8,0.406,0.47789,0.09,0.38788999999999996,0.01811000000000007,,,,,N,0.01811000000000007,0.045,0.01323800000000007,1
Sp260318090116,2026-01-12 00:15:40,WARN,KickoutThread-1,com.logistic.conveyer.ScaleHandlerSys,Overweight detected,Station-11,BC_SMALL100,16,5.273,5.07931,0.09,4.989310000000001,0.2836899999999991,,,,,N,0.2836899999999991,0.054,0.2204139999999991,1
Sp260318090117,2026-01-12 00:15:54,INFO,LabelThread-4,com.logistic.labelmachine.SystemManager,Label printed,Station-08,BC_LARGE400,7,0.791,0.9153,0.13,0.7853,0.005700000000000038,97.89999999999986,1.92,SLAM5_LP1,A,,0.005700000000000038,0.007,-0.003791999999999962,0
Sp260318090118,2026-01-12 00:16:07,INFO,LabelThread-4,com.logistic.labelmachine.SystemManager,Label printed,Station-01,RK_SMALL70,8,5.101,5.21497,0.09,5.12497,0.02397000000000027,97.86874999999986,2.35,SLAM5_LP2,A,,-0.02397000000000027,0.005,-0.037241999999999734,0
Sp260318090119,2026-01-12 00:16:20,INFO,LabelThread-4,com.logistic.labelmachine.SystemManager,Label printed,Station-04,BC_LARGE400,10,1.744,1.86755,0.13,1.7375500000000001,0.006449999999999845,97.81249999999986,2.06,SLAM5_LP1,A,,0.006449999999999845,0.004,-0.014478000000000154,0
Sp260318090120,2026-01-12 00:16:34,WARN,KickoutThread-1,com.logistic.conveyer.ScaleHandlerSys,Overweight detected,Station-09,BC_SMALL100,20,3.144,3.10352,0.09,3.01352,0.13047999999999993,,,,,Y,0.13047999999999993,0.042,0.09275199999999992,1
Sp260318090121,2026-01-12 00:16:48,WARN,KickoutThread-1,com.logistic.conveyer.ScaleHandlerSys,Overweight detected,Station-04,BC_MEDIUM200,16,2.47,2.67559,0.11,2.5655900000000003,0.09559000000000006,,,,,N,-0.09559000000000006,0.039,0.06595000000000006,1
Sp260318090122,2026-01-12 00:17:01,INFO,LabelThread-1,com.logistic.labelmachine.SystemManager,Label printed,Station-08,XX_LARGE60,16,4.071,4.3513,0.24,4.1113,0.040300000000000225,97.78124999999986,2.22,SLAM5_LP2,A,,-0.040300000000000225,0.01,-0.008551999999999775,0
Sp260318090123,2026-01-12 00:17:14,INFO,main,com.logistic.labelmachine.SystemManager,Package processed successfully,Station-03,RK_SMALL90,20,1.321,1.45289,0.12,1.33289,0.011889999999999956,97.72499999999985,1.69,SLAM5_LP1,A,,-0.011889999999999956,0.009,-0.003962000000000042,0
Sp260318090124,2026-01-12 00:17:29,INFO,VerifyThread-1,com.logistic.labelmachine.SystemManager,Verification successful,Station-11,RK_SMALL60,16,4.923,4.961,0.07,4.891,0.03200000000000003,97.69374999999985,0.88,SLAM5_LP2,A,,0.03200000000000003,0.007,-0.027075999999999975,0
Sp260318090125,2026-01-12 00:17:42,INFO,LabelThread-2,com.logistic.labelmachine.SystemManager,Label printed,Station-06,RK_SMALL70,5,1.909,2.01217,0.09,1.9221699999999997,0.013169999999999682,97.63749999999985,1.57,SLAM5_LP1,A,,-0.013169999999999682,0.007,-0.00973800000000032,0
Sp260318090126,2026-01-12 00:17:56,WARN,KickoutThread-1,com.logistic.conveyer.ScaleHandlerSys,Overweight detected,Station-03,RK_SMALL90,12,3.772,3.66153,0.12,3.54153,0.23046999999999995,,,,,N,0.23046999999999995,0.061,0.18520599999999995,1
Sp260318090127,2026-01-12 00:18:10,INFO,LabelThread-2,com.logistic.labelmachine.SystemManager,Label printed,Station-07,BC_LARGE400,14,3.704,3.80585,0.13,3.67585,0.02815000000000012,97.60624999999985,1.69,SLAM5_LP2,A,,0.02815000000000012,0.008,-0.016297999999999882,0
Sp260318090128,2026-01-12 00:18:23,WARN,KickoutThread-1,com.logistic.conveyer.ScaleHandlerSys,Overweight detected,Station-02,BC_SMALL100,4,1.879,1.86753,0.09,1.7775299999999998,0.10147000000000017,,,,,N,0.10147000000000017,0.054,0.07892200000000017,1
Sp260318090129,2026-01-12 00:18:38,INFO,LabelThread-2,com.logistic.labelmachine.SystemManager,Label printed,Station-10,XX_LARGE80,8,3.838,4.0973,0.29,3.8072999999999997,0.030700000000000394,97.54999999999984,1.16,SLAM5_LP1,A,,0.030700000000000394,0.008,-0.015355999999999606,0
Sp260318090130,2026-01-12 00:18:52,INFO,main,com.logistic.labelmachine.SystemManager,Package processed successfully,Station-08,XX_LARGE60,14,3.512,3.77588,0.24,3.5358799999999997,0.02387999999999968,97.51874999999984,2.38,SLAM5_LP2,A,,-0.02387999999999968,0.007,-0.01826400000000032,0
Sp260318090131,2026-01-12 00:19:05,INFO,LabelThread-2,com.logistic.labelmachine.SystemManager,Label printed,Station-04,XX_LARGE80,13,1.073,1.37234,0.29,1.0823399999999999,0.009339999999999904,97.46249999999984,1.71,SLAM5_LP1,A,,-0.009339999999999904,0.009,-0.0035360000000000964,0
Sp260318090132,2026-01-12 00:19:19,INFO,LabelThread-4,com.logistic.labelmachine.SystemManager,Label printed,Station-04,XX_LARGE80,4,0.418,0.70955,0.29,0.41955000000000003,0.0015500000000000513,97.43124999999984,1.4,SLAM5_LP2,A,,-0.0015500000000000513,0.004,-0.0034659999999999483,0
Sp260318090133,2026-01-12 00:19:34,INFO,LabelThread-3,com.logistic.labelmachine.SystemManager,Label printed,Station-08,BC_MEDIUM200,2,4.238,4.38148,0.11,4.2714799999999995,0.033479999999999066,97.37499999999983,2.29,SLAM5_LP1,A,,-0.033479999999999066,0.008,-0.01737600000000094,0
Sp260318090134,2026-01-12 00:19:48,INFO,LabelThread-4,com.logistic.labelmachine.SystemManager,Label printed,Station-03,XX_LARGE60,20,3.068,3.32027,0.24,3.0802699999999996,0.012269999999999559,97.34374999999983,1.37,SLAM5_LP2,A,,-0.012269999999999559,0.004,-0.024546000000000442,0
Sp260318090135,2026-01-12 00:20:00,INFO,LabelThread-4,com.logistic.labelmachine.SystemManager,Label printed,Station-03,BC_SMALL100,1,1.396,1.47609,0.09,1.3860899999999998,0.009910000000000085,97.28749999999982,1.42,SLAM5_LP1,A,,0.009910000000000085,0.007,-0.006841999999999914,0
Sp260318090136,2026-01-12 00:20:14,INFO,LabelThread-3,com.logistic.labelmachine.SystemManager,Label printed,Station-04,BC_LARGE400,8,5.821,6.00863,0.13,5.87863,0.057630000000000514,97.25624999999982,2.23,SLAM5_LP2,A,,-0.057630000000000514,0.01,-0.012221999999999483,0
Sp260318090137,2026-01-12 00:20:27,INFO,LabelThread-2,com.logistic.labelmachine.SystemManager,Label printed,Station-02,RK_SMALL70,19,1.088,1.17115,0.09,1.0811499999999998,0.006850000000000245,97.19999999999982,1.62,SLAM5_LP1,A,,0.006850000000000245,0.006,-0.006205999999999757,0
Sp260318090138,2026-01-12 00:20:40,INFO,main,com.logistic.labelmachine.SystemManager,Package processed successfully,Station-08,RK_SMALL60,7,3.302,3.34393,0.07,3.27393,0.02807000000000004,97.16874999999982,1.1,SLAM5_LP2,A,,0.02807000000000004,0.009,-0.01155399999999996,0
Sp260318090139,2026-01-12 00:20:52,WARN,KickoutThread-1,com.logistic.conveyer.ScaleHandlerSys,Overweight detected,Station-12,XX_LARGE80,15,4.827,5.28884,0.29,4.99884,0.17184000000000044,,,,,Y,-0.17184000000000044,0.036,0.11391600000000043,1
Sp260318090140,2026-01-12 00:21:07,INFO,LabelThread-1,com.logistic.labelmachine.SystemManager,Label printed,Station-03,BC_LARGE400,12,4.866,5.01595,0.13,4.88595,0.01995000000000058,97.11249999999981,0.87,SLAM5_LP1,A,,-0.01995000000000058,0.004,-0.03844199999999942,0
Sp260318090141,2026-01-12 00:21:20,INFO,LabelThread-2,com.logistic.labelmachine.SystemManager,Label printed,Station-12,RK_SMALL60,11,5.805,5.94176,0.07,5.87176,0.06676000000000037,97.08124999999981,1.57,SLAM5_LP2,A,,-0.06676000000000037,0.012,-0.002899999999999625,0
Sp260318090142,2026-01-12 00:21:35,INFO,main,com.logistic.labelmachine.SystemManager,Package processed successfully,Station-08,RK_SMALL70,10,3.458,3.55907,0.09,3.4690700000000003,0.011070000000000135,97.0249999999998,1.38,SLAM5_LP1,A,,-0.011070000000000135,0.003,-0.03042599999999987,0
Sp260318090143,2026-01-12 00:21:49,WARN,KickoutThread-1,com.logistic.conveyer.ScaleHandlerSys,Overweight detected,Station-03,BC_SMALL100,18,4.353,4.62408,0.09,4.53408,0.18108000000000057,,,,,N,-0.18108000000000057,0.042,0.12884400000000057,1
Sp260318090144,2026-01-12 00:22:04,INFO,LabelThread-3,com.logistic.labelmachine.SystemManager,Label printed,Station-03,RK_SMALL70,15,2.018,2.0971,0.09,2.0071000000000003,0.010899999999999466,96.9937499999998,2.01,SLAM5_LP2,A,,0.010899999999999466,0.005,-0.013316000000000532,0
Sp260318090145,2026-01-12 00:22:17,INFO,LabelThread-1,com.logistic.labelmachine.SystemManager,Label printed,Station-04,XX_LARGE80,17,3.768,4.03351,0.29,3.7435099999999997,0.024490000000000123,96.9374999999998,1.73,SLAM5_LP1,A,,0.024490000000000123,0.006,-0.020725999999999876,0
Sp260318090146,2026-01-12 00:22:30,WARN,KickoutThread-1,com.logistic.conveyer.ScaleHandlerSys,Overweight detected,Station-10,BC_SMALL100,10,1.226,1.39459,0.09,1.30459,0.07858999999999994,,,,,N,-0.07858999999999994,0.064,0.06387799999999993,1
Sp260318090147,2026-01-12 00:22:42,INFO,LabelThread-2,com.logistic.labelmachine.SystemManager,Label printed,Station-01,BC_SMALL100,4,4.826,4.9353,0.09,4.8453,0.019300000000000317,96.9062499999998,2.14,SLAM5_LP2,A,,-0.019300000000000317,0.004,-0.03861199999999968,0
